SAPNo,ShortText,Size,BasicMaterial,Manufacturer,PartNo,DrawingNo,KeyNoun,POTextNo,UnitOfMeasure,PO Text Header,,,,
1298264,SEAL MECH ROTEN-SRL TY-2 X6GV6,30MM,NA,ROTEN-SRL,X6GV6,,SEAL,28193,EA,ROTEN S.R.L.,,,,
1142944,SEAL MECH ROTH-PUM F7C503FL,NA,COMML,ROTH-PUM,F7C503FL,,SEAL,8986,EA,ROTH PUMP CO.,,,,
346914,SEAL MECH SCOT-DIV 101-000-124,NA,VITON,SCOT-DIV,101-000-124,,SEAL,20458,EA,SCOT DIV OF ARDOX CORP.,,,,
381545,SEAL MECH SEEPEX 062-004A1-330,NA,COMML,SEEPEX,062-004A1-330,,SEAL,21116,EA,"SEEPEX, INC.",,,,
1239446,SEAL MECH SEEPEX GRDB15025U01H0A7A7,NA,COMML,SEEPEX,GRDB15025U01H0A7A7,,SEAL,21116,EA,"SEEPEX, INC.",,,,
1245221,SEAL MECH SEPCO UAA0038VGS-A1AA-00,"2-3/8""",COMML,SEPCO,UAA0038VGS-A1AA-00,,SEAL,15405,EA,"SEPCO INDUSTRIES, INCORPORATED",,,,
16344,SEAL MECH SHIMADZU M-SD400M-103V,NA,NA,SHIMADZU,433-40128-8,,SEAL,9502,EA,SHIMADZU CORPORATION,,,,
354589,SEAL MECH SIEMENS 22SB0092001,NA,COMML,SIEMENS,22SB0092001,,SEAL,8115,EA,SIEMENS CORPORATION,,,,
1045792,SEAL MECH SKID-WIL 142-54055,".875""",COMML,SKID-WIL,142-54055,,SEAL,16849,EA,SKIDMORE-WILHELM MANUFACTURING COMPANY,,,,
1075137,SEAL MECH SMITH-LO 60A32/H-6,NA,COMML,SMITH-LO,60A32/H-6,,SEAL,23784,EA,"SMITH & LOVELESS, INCORPORATED",,,,
1209994,SEAL MECH SOMEFLU 50.65.250,NA,COMML,SOMEFLU,50.65.250,,SEAL,26862,EA,SOMEFLU,,,,
1298494,SEAL MECH SPECK-PUMP 1047.0295,95MM,NA,SPECK-PUMP,1047.0295,,SEAL,27564,EA,SPECK PUMPS,,,,
176754,SEAL MECH GREEY-L 180714PSP,NA,NA,SPX-CORP,180714PSP,,SEAL,10534,EA,SPX CORPORATION,,,,
1057790,SEAL MECH SRS-CRIS SE2250CNT21,"4""",STEEL,SRS-CRIS,SE2250CNT21,,SEAL,23593,EA,SRS CRISAFULLI INCORPORATED,,,,
1283120,SEAL MECH STEI-PET BMS2/12RD,NA,NA,STEI-PET,BMS2/12RD,BPF281970,SEAL,22659,EA,"""FIXED"" PETER STEIMEL GMBH & COMPANY KG",,,,
1274863,SEAL MECH STRANCO 7802902,"1/2""",NA,STRANCO,7802902,,SEAL,10083,EA,STRANCO,,,,
1012032,SEAL MECH SUNDSTRD SE04AA31S,NA,COMML,SUNDSTRD,SE04AA31S,,SEAL,9894,EA,SUNDSTRAND CORPORATION,,,,
1193371,SEAL MECH SUSSMEYER 30.282.492,NA,COMML,SUSSMEYER,30.282.492,,SEAL,17603,EA,SUSSMEYER,,,,
1192613,SEAL MECH THRUSH-P 7301-5000,NA,COMML,THRUSH-P,7301-5000,,SEAL,16574,EA,THRUSH PRODUCTS INC.,,,,
188488,SEAL MECH TRAVAINI 95B.035.FMA.920-T,NA,NA,TRAVAINI,95B.035.FMA.920-T,,SEAL,17257,EA,TRAVAINI,,,,
61567,SEAL MECH TUTHILL 11449,NA,NA,TUTHILL,11449,,SEAL,5400,EA,the tuthill corporation,,,,
367858,SEAL MECH UNION-PM 9421150C2B2,NA,COMML,UNION-PM,9421150C2B2,,SEAL,16493,EA,UNION PUMP CO.,,,,
1271321,SEAL MECH VIKING 2-477-763-999-00,NA,KALREZ,VIKING,2-477-763-999-00,,SEAL,10742,EA,"VIKING PUMP INCORPORATED, A UNIT OF                                    
IDEX CORPORATION",,,,
1065931,SEAL MECH VOGEL-CO DLG.D003,NA,COMML,VOGEL-CO,DLG.D003,,SEAL,19302,EA,VOGELSANG CORP.,,,,
200669,SEAL MECH WILLY-BA K000-45612/K000-44999,NA,NA,WILLY-BA,K.000-45612/K.000-44999,,SEAL,17313,EA,WILLY A. BACHOFEN AG MASCHINENFABRK,,,,
1034243,SEAL MECH WORTH-PUMP 056166-00,NA,COMML,WORTH-PUMP,056166-00,,SEAL,11422,EA,"WORTHINGTON PUMP, DRESSER-RAND COMPANY",,,,
1294723,SEAL MECH ZAHN-MANN 24960.D-040.K-001,NA,NA,ZAHN-MANN,24960.D-040.K-001,,SEAL,28128,EA,ZAHNRADPUMPENFABRIK MANNHEIM GMBH.,,,,
1221411,SEAL MECH ZENITH 14-79012-0001-1,NA,COMML,ZENITH,14-79012-0001-1,,SEAL,27284,EA,ZENITH PUMPS (COLFAX CORPORATION),,,,
1182277,SEAL MECH 32853.80 EAGL-EUR 337267,80MM,COMML,EAGL-EUR,337267,,SEAL,25403,EA,EAGLE EUROSEALS GMBH,,,,
1053832,SEAL MECH ASSY ATLA-FLU A075/100-8-V,NA,VITON,ATLA-FLU,A075/100-8-V,,SEAL,22858,EA,"ATLANTIC FLUIDICS, INC.",,,,
335529,SEAL MECH ASSY CHESTRTN 696564,"1.875""",SS316,CHESTRTN,696564,,SEAL,5116,EA,"THE FOLLOWING PRODUCT AS MANUFACTURED BY                               
CHESTERTON COMPANY.",,,,
180840,SEAL MECH ASSY NEW-STO LL-0056783,LXD070VVVFS,NA,NEW-STO,LL-0056783,,SEAL,17178,ST,NEW STONE CO. LTD.,,,,
72578,SEAL MECH COMP TOKUDEN RH16633AR,220MMX225MM,COMML,TOKUDEN,RH16633AR,RH16633AR,SEAL,10123,EA,"TOKUDEN COMPANY, LIMITED",,,,
1179193,SEAL MECH DBL FLOWSERVE CSCBB1750KCCPB,"1.75""",COMML,FLOWSERVE,CSCBB1750KCCPB,,SEAL,17431,EA,FLOWSERVE CORP.,,,,
97865,SEAL MECH DOUBLE PREM-MIL 6420346 RECOND,"3.500""-2.500""",COMML,PREM-MIL,642-0346,,SEAL,9575,ST,PREMIER MILL CORPORATION,,,,
1282050,SEAL MECH HCDSA AESS-PLC ADTSSC15KV0301,"1.875""",NA,AESS-PLC,ADTSSC15KV0301,,SEAL,22794,EA,AESSEAL PLC GLOBAL TECHNOLOGY,,,,
1164291,SEAL MECH M083-05 CRANE-JO A9T-1875-2070,"1.875""",COMML,CRANE-JO,A9T-1875-2070,,SEAL,9003,EA,JOHN CRANE INCORPORATED,,,,
1061497,SEAL MECH PANACEAL SLUR-DYN 2000A-VI-SS,"2""",SS,SLUR-DYN,2000A-VI-SS,,SEAL,24338,EA,SLURRY DYNAMICS INTERNATIONAL INC.(SDI),,,,
7594,SEAL MECH PUMP LOEWE VN3/8A             ,NA                ,SS            ,LOEWE PUMP     ,74700,904585,SEAL,10013,EA,LOEWE PUMPENFABRIK GMBH,,,,
1031559,SEAL MECH SET REXNORD 1-1875-63,NA,COMML,REXNORD,1-1875-63,,SEAL,9418,EA,REXNORD CORPORATION,,,,
1186123,SEAL MECH TYPE 9 CRANE 0285/9/QR1S1,NA,COMML,CRANE-JO,0285/9/QR1S1,,SEAL,9003,EA,JOHN CRANE INCORPORATED,,,,
246696,SEAL MECH VANE PUMP FOS-PUMP 22-0119-07,NA,NA,FOS-PUMP,22-0119-07,,SEAL,16080,EA,"FOSTER PUMP WORKS,INC.",,,,
1063310,SEAL MECH W/TEF DURAMET CSCBB1375EACTB-R,NA,TEFLON,FLOWSERVE,CSCBB1375EACTB-R,,SEAL,17431,EA,FLOWSERVE CORP.,,,,
1212677,SEAL MECHANICAL ABS-PUMP 1111095,NA,COMML,ABS-PUMP,1111095,,SEAL,10931,EA,ABS PUMPS INC.,,,,
1181283,SEAL MECHANICAL BACH-WA 285-200-86,NA,COMML,BACH-WA,285-200-86,,SEAL,25472,EA,WILLY A. BACHOFEN AG MACHINENFABRIK,,,,
380680,SEAL MECHANICAL BROWN-SH 713-9010-270,NA,COMML,BROWN-SH,713-9010-270,,SEAL,5049,EA,BROWN AND SHARPE MANUFACTURING COMPANY,,,,
1115863,SEAL MECHANICAL BURGMANN M377N28-00R,NA,COMML,BURGMANN,M377N28-00R,,SEAL,11787,EA,BURGMANN SEAL INCORPORATED,,,,
1105582,SEAL MECHANICAL BURGMANN MRLF-D101/65-00,NA,COMML,BURGMANN,MRLF-D101/65-00,,SEAL,11787,EA,BURGMANN SEAL INCORPORATED,,,,
1000766,SEAL MECHANICAL CARRIER 17M31-001,NA,COMML,CARRIER,17M31-001,,SEAL,9251,EA,CARRIER CORPORATION,,,,
1156786,SEAL MECHANICAL CIRO-FLX S-69-20-A2,"1-1/2""",COMML,CIRO-FLX,S-69-20-A2,,SEAL,22998,EA,CIRCO-FLEX/CF ROTARY BUSHING COMPANY,,,,
1149822,SEAL MECHANICAL SEALOL 605DTT-TLG-236-36,NA,COMML,CRANE-JO,605DTT-TLG-236-36,,SEAL,9003,EA,JOHN CRANE INCORPORATED,,,,
1025190,"SEAL MECHANICAL CRANE-JO B567-96 5/8""","5/8""",COMML,CRANE-JO,B567-96,FSP14600,SEAL,9003,EA,JOHN CRANE INCORPORATED,,,,
1103288,SEAL MECHANICAL CRANE-JO X5F511058H,"1.875""",COMML,CRANE-JO,X5F511058H,HSP17069-1,SEAL,9003,EA,JOHN CRANE INCORPORATED,,,,
233826,SEAL MECHANICAL DELAVAL PM2064AG,NA,NA,DELAVAL,PM2064AG,,SEAL,15835,EA,DELAVAL TURBINE & COMPRESSOR DIVISION,,,,
1165004,SEAL MECHANICAL DICKOW-P 00653049,NA,COMML,DICKOW-P,653049,,SEAL,11178,EA,DICKOW PUMP COMPANY,,,,
289201,SEAL MECHANICAL DRESSER 14008630,"1/2""",CARBON,DRESSER,14008630,,SEAL,5248,EA,DRESSER INDUSTRIES INCORPORATED,,,,
1171888,SEAL MECHANICAL ENCON 55002377B,NA,COMML,ENCON,55002377B,,SEAL,5286,EA,ENCON MANUFACTURING COMPANY,,,,
200471,SEAL MECHANICAL FEIGE 3001628,35X43MM,TEFLON,FEIGE,3001628,,SEAL,17613,EA,FEIGE GMBH,,,,
142507,SEAL MECHANICAL FLYGT 3020904,NA,NA,FLYGT,3020904,,SEAL,10906,EA,FLYGT CORPORATION,,,,
1246761,SEAL MECHANICAL GALA-IND 0031056,NA,COMML,GALA-IND,31056,,SEAL,17074,EA,"GALA INDUSTRIES, INC.",,,,
329349,SEAL MECHANICAL GITS 10-087-022,NA,COMML,GITS,10-087-022,,SEAL,13222,EA,GITS BROTHERS MANUFACTURING COMPANY,,,,
1009787,SEAL MECHANICAL GOLDENRD UM180-1560,NA,RUBBER,GOLDENRD,UM180-1560,,SEAL,21306,EA,GOLDENROD CORPORATION,,,,
303375,SEAL MECHANICAL GRAINGER 1R-304,NA,COMML,GRAINGER,1R-304,,SEAL,5378,EA,W.W. GRAINGER COMPANY,,,,
1170068,SEAL MECHANICAL HAYWARD-G 54099299,NA,COMML,HAYWARD-G,54099299,,SEAL,11241,EA,HAYWARD GORDON INCORPORATED,,,,
87460,SEAL MECHANICAL HAYWARD-G A867055       ,NA                ,HASTELLOY-C   ,HAYWARD-G      ,A867055                       ,                ,SEAL,11241,EA,HAYWARD GORDON INCORPORATED,,,,
320488,SEAL MECHANICAL INBEAT 990795-62,NA,COMML,INBEAT,990795-62,,SEAL,20093,EA,INBEAT,,,,
1237391,SEAL MECHANICAL INGER-DRS M412LZ576,NA,COMML,INGER-DRS,M412LZ576,,SEAL,17285,EA,INGERSOLL-DRESSER PUMP CO,,,,
145586,SEAL MECHANICAL KENNE-IN 52-118-510-803,NA,NA,KENNE-IN,52-118-510-803,,SEAL,15674,EA,KENNEDY INDUSTRIES INCORPORATED,,,,
1284911,SEAL MECHANICAL KSB 00514619,NA,NA,KSB,514619,,SEAL,9427,EA,"KSB AG - SEE DIRECTORY FOR COUNTRY                                     
SUBSIDIARY",,,,
94631,SEAL MECHANICAL LEITCH-A 5095-Z,NA,COMML,LEITCH-A,5095-Z,,SEAL,15043,EA,ARTHUR S. LEITCH COMPANY LTD,,,,
87555,SEAL MECHANICAL NASH-ENG PK-2440,NA,COMML,NASH-ELM,PK-2440,,SEAL,23120,EA,NASH ELMO INDUSTRIES,,,,
1014580,SEAL MECHANICAL NETZSCH 631616,NA,COMML,NETZSCH-I,631616,,SEAL,15366,EA,NETZSCH INCORPORATED,,,,
169407,SEAL MECHANICAL NORD-GEA 25038030,38X90X12 A,NA,NORD-GEA,25038030,,SEAL,15255,EA,NORD GEAR CORPORATION,,,,
273042,SEAL MECHANICAL RAMOY-P 3202424000,NA,NA,RAMOY-P,3202424000,,SEAL,16451,EA,RAMOY PUMP DIVISION,,,,
1175330,SEAL MECHANICAL ROB-MYER 320-2424-000,NA,COMML,ROB-MYER,320-2424-000,,SEAL,10626,EA,"ROBBINS & MYERS, INCORPORATED",,,,
186144,SEAL MECHANICAL ROPER-IN G14-338,"1""",NA,ROPER-IN,G14-338,,SEAL,16481,EA,ROPER INDUSTRIES,,,,
275087,SEAL MECHANICAL SERFILCO 55-7064,"12""",CERAMIC,SERFILCO,55-7064,,SEAL,17086,EA,"SERFILCO, LTD.",,,,
83353,SEAL MECHANICAL SULZER 37665,133MMX90MMX50MM,COMML,SULZER,37665,,SEAL,9914,EA,"SULZER  BROTHERS INCORPORATED                                          
(SEE COUNTRY DIRECTORY FOR LOCAL                                       
SUBSIDIARY)",,,,
1018222,SEAL MECHANICAL SUNDSTRD 0K01UT01BTC2,NA,COMML,SUNDSTRD,0K01UT01BTC2,,SEAL,9894,EA,SUNDSTRAND CORPORATION,,,,
255094,SEAL MECHANICAL TEEL-MAC 1110950,NA,NA,TEEL-MAC,1110950,,SEAL,16606,EA,TEEL MACHINE DIV.,,,,
1137162,SEAL MECHANICAL VULC-ENG 32N40/200,NA,COMML,VULC-ENG,32N40/200,,SEAL,26032,EA,VULCAN ENGINEERING LTD.,,,,
1137157,SEAL MECHANICAL VULC-ENG NM32/12A,NA,COMML,VULC-ENG,NM32/12A,,SEAL,26032,EA,VULCAN ENGINEERING LTD.,,,,
1009769,SEAL MECHANICAL WAUKESHA 15306009,"1-7/32""",SILICONE,WAUKESHA,15306009,,SEAL,18996,EA,WAUKESHA FOUNDRY DIV.APEX CORP.,,,,
1134924,SEAL MECHANICAL DC2 AMPCO GS810685,"1.250""",COMML,AMPCO,GS810685,,SEAL,4957,EA,AMPCO METAL INCORPORATED,,,,
246102,SEAL MECHANICAL PUMP JABSCO SP6080-0391 ,NA                ,TUNG-CAR      ,JABSCO         ,SP6080-0391                   ,                ,SEAL,9119,EA,ITT JABSCO,,,,
1035071,SHEAVE BELT ALSTOM 8E-8403-A,NA,COMML,ALSTOM,8E-8403-A,C310244,SHEAVE,17707,EA,ALSTOM,,,,
1136690,SHEAVE BELT BROWNG-M 105V14.0,NA,COMML,BROWNG-M,105V14.0,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
1271986,"SHEAVE BELT BROWNG-M 1B40SH 5/8""BORE","5/8""BORX4.35""X7/8""",NA,BROWNG-M,1B40SH,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
144154,"SHEAVE BELT BROWNG-M 1VL44 7/8""","7/8""BORE",IRON-BC,BROWNG-M,1VL44,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
1158471,SHEAVE BELT BROWNG-M 1W100Q,NA,STEEL,BROWNG-M,1W100Q,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
366032,SHEAVE BELT BROWNG-M 23V412SH,"1-7/16""BORE",COMML,BROWNG-M,23V412SH,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
366041,SHEAVE BELT BROWNG-M 23V690SDS,"1-7/16""BORE",COMML,BROWNG-M,23V690SDS,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
1191071,SHEAVE BELT DAYCO 70Q90.0,NA,COMML,DAYCO,70Q90.0,,SHEAVE,5249,EA,DAYCO PRODUCTS INCORPORATED,,,,
142079,SHEAVE BELT DETRT-BA 5G5V11.8,NA,NA,DETRT-BA,5G5V11.8,,SHEAVE,15620,EA,DETROIT BALL BEARING COMPANY,,,,
142080,SHEAVE BELT DETRT-BA 5G5V16.0,NA,NA,DETRT-BA,5G5V16.0,,SHEAVE,15620,EA,DETROIT BALL BEARING COMPANY,,,,
1009214,SHEAVE BELT INDUS STD 2B4.8,NA,COMML,INDUS STD,2B4.8,,SHEAVE,11568,EA,INDUSTRIAL STANDARD,,,,
1120987,SHEAVE BELT INDUS STD 2B5.2,NA,COMML,INDUS STD,2B5.2,,SHEAVE,11568,EA,INDUSTRIAL STANDARD,,,,
1009223,SHEAVE BELT INDUS STD 2B7.4,NA,COMML,INDUS STD,2B7.4,,SHEAVE,11568,EA,INDUSTRIAL STANDARD,,,,
219763,SHEAVE BELT INDUS STD 5V7.5X3GRV,NA,NA,INDUS STD,5V7.5X3GRV,,SHEAVE,11568,EA,INDUSTRIAL STANDARD,,,,
289562,SHEAVE BELT INDUS STD QD3A6.4B6.8-SD,NA,STEEL,INDUS STD,QD3A6.4B6.8-SD,,SHEAVE,11568,EA,INDUSTRIAL STANDARD,,,,
289543,SHEAVE BELT INDUS STD QD3C10.0,NA,NA,INDUS STD,QD3C10.0,,SHEAVE,11568,EA,INDUSTRIAL STANDARD,,,,
1136913,SHEAVE BELT MATHEWS 102797,NA,COMML,MATHEWS,102797,,SHEAVE,11126,EA,"MATHEWS CONVEYOR DIVISION, A DIVISION                                  
OF BABCOCK INDUSTRIES, INCORPORATED",,,,
1100466,SHEAVE BELT MORSE-MF 13V250JA,"7/8""BORE",COMML,MORSE-MF,13V250JA,,SHEAVE,5641,EA,MORSE MANUFACTURING COMPANY,,,,
1052780,SHEAVE BELT MORSE-MF 2B110SK,"1-7/16""BORE",COMML,MORSE-MF,2B110SK,,SHEAVE,5641,EA,MORSE MANUFACTURING COMPANY,,,,
1164474,SHEAVE BELT WOODS-TB 2BK40-1-1/8,"1-1/8""",COMML,WOODS-TB,2BK40-1-1/8,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
1028093,SHEAVE BELT WOODS-TB 2TB5.4-P1,RSB,COMML,WOODS-TB,2TB5.4-P1,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
1021957,SHEAVE BELT WOODS 3R7.4 RSB,RSB,COMML,WOODS-TB,3R7.4,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
373480,SHEAVE BELT WOODS 3V2.50X3GRV,NA,COMML,WOODS-TB,3V2.50X3GRV,51010,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
1207062,SHEAVE BELT WOODS-TB 3V5.0X4GRV,NA,COMML,WOODS-TB,3V5.0X4GRV,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
1163435,"SHEAVE BELT WOODS 5V9.25X10-F 2-11/16""","2-11/16""",COMML,WOODS-TB,5V9.25X10-F,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
96389,SHEAVE BELT WOODS 9.4X2B-SK-TAJ,RSB,COMML,WOODS-TB,9.4X2B-SK-TAJ,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
349313,SHEAVE BELT WOODS 9.4X3B-SK,RSB,COMML,WOODS-TB,9.4X3B-SK,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
171215,SHEAVE BELT WOODS AK26,"1-1/2""",NA,WOODS-TB,AK26,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
31145,SHEAVE BELT DIAMATIC WOODS 5E15.0,NA,STEEL,WOODS-TB,5E15.0,D4427,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
1141468,SHEAVE BELT W/R1 BUSH BROWNG-M 10M92R,"2-3/8""BORE",COMML,BROWNG-M,10M92R,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
343531,SHEAVE BELT W/R1 BUSH BROWNG-M 3B154R,RSB,COMML,BROWNG-M,3B154R,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
285488,SHEAVE BELT W/R1 BUSH BROWNG 5R5V103,RSB,NA,BROWNG-M,5R5V103,,SHEAVE,5094,EA,"BROWNING MFG. EMERSON POWER TRANSMISSION                               
CORPORATION",,,,
1120928,SHEAVE T/LK DODGE 10/8V22.4-5050 110080,NA,COMML,REL-ELEC,110080,,SHEAVE,9333,EA,RELIANCE ELECTRIC COMPANY,,,,
391856,SHEAVE TAPER LOCK DODGE 1/3V5.6-1610,"1-5/8""BORE",COMML,REL-ELEC,112182,,SHEAVE,9333,EA,RELIANCE ELECTRIC COMPANY,,,,
287491,SHEAVE TAPER LOCK DODGE 5A6.4B6.8-2517,NA,NA,REL-ELEC,118110,,SHEAVE,9333,EA,RELIANCE ELECTRIC COMPANY,,,,
206210,"SHEAVE VARIABLE SPEED WOODS MS72 7/8""","7/8""BORE",NA,WOODS-TB,MS72,,SHEAVE,9400,EA,T.B. WOOD'S AND SONS CO.,,,,
341099,SOLENOID STOKES-V 085-030-713,NA,COMML,BOC-EDW,085-030-713,,SOLENOID,18813,EA,BOC EDWARDS VACUUM TECHNOLOGY,,,,
348815,SOLENOID CLARKE-C 025-701,NA,COMML,CLARKE-C,025-701,,SOLENOID,20513,EA,"CLARKE,C.E&CO.,INC.",,,,
315620,SOLENOID CLARK-EQ SP102NC,NA,COMML,CLARK-EQ,SP102NC,,SOLENOID,10660,EA,CLARK EQUIPMENT COMPANY,,,,
302341,SOLENOID CLAY-IND 18157,NA,COMML,CLAY-IND,18157,,SOLENOID,19657,EA,CLAYTON INDUSTRIES,,,,
195185,SOLENOID CONTR-CE 812202,12V,NA,CONTR-CE,812202,,SOLENOID,15965,EA,CONTROL CENTER INC.,,,,
1190570,SOLENOID COPERION ZZM6-320.N,NA,COMML,COPERION,ZZM6-320.N,,SOLENOID,10826,EA,COPERION CORPORATION,,,,
1119244,SOLENOID CUSH-MOT 806833,NA,COMML,CUSH-MOT,806833,,SOLENOID,17197,EA,CUSHMAN MOTORS,,,,
230996,SOLENOID DETRT-CL 129240,115V,NA,DETRT-CL,129240,,SOLENOID,10816,EA,DETROIT COIL COMPANY,,,,
360371,SOLENOID FES 371-00063M-075,NA,COMML,FES-INC,371-00063M-075,,SOLENOID,10358,EA,"F E S SYSTEMS, INCORPORATED",,,,
204377,SOLENOID FESTO MSFW-230 034422,NA,NA,FESTO CORP,34422,,SOLENOID,8754,EA,FESTO CORP.,,,,
1082326,SOLENOID GE 324A5700P1,NA,COMML,GE,324A5700P1,,SOLENOID,5351,EA,GENERAL ELECTRIC COMPANY,,,,
262698,SOLENOID GUAR-ELC 11-INT-120VAC,120V,NA,GUAR-ELC,11-INT-120VAC,,SOLENOID,15401,EA,GUARDIAN ELECTRIC MANUFACTURING COMPANY,,,,
254555,SOLENOID GUAR-ELC 4HD-C-24D,24VDC,NA,GUAR-ELC,4HD-C-24D,,SOLENOID,15401,EA,GUARDIAN ELECTRIC MANUFACTURING COMPANY,,,,
255972,SOLENOID GUAR-EQP LT12X19-C-24VDC,24VDC,NA,GUAR-EQP,LT12X19-C-24VDC,,SOLENOID,17109,EA,GUARDIAN EQUIPMENT CO.,,,,
45453,SOLENOID GROVE CRANE RT528C 9926102269,NA,NA,HANSON-I,9926102269,,SOLENOID,10292,EA,HANSON INDUSTRIES,,,,
1165107,SOLENOID HONEYWELL X63ALBZ160 110V,110V,COMML,HONEYWELL,X63ALBZ160,,SOLENOID,5433,EA,HONEYWELL INCORPORATED,,,,
161497,SOLENOID HYSTER 1323703,NA,NA,HYSTER,1323703,,SOLENOID,11453,EA,HYSTER COMPANY,,,,
161496,SOLENOID HYSTER 327058,NA,NA,HYSTER,327058,,SOLENOID,11453,EA,HYSTER COMPANY,,,,
221960,SOLENOID IN-LINE X32194,NA,NA,IN-LINE,X32194,,SOLENOID,18355,EA,"IN-LINE LABELING EQUIPMENT, INC.",,,,
193634,SOLENOID JOUCOMAT 18900001 48V,48V,NA,JOUCOMAT,18900001,,SOLENOID,11369,EA,JOUCOMATIC,,,,
197098,SOLENOID JOUCOMAT 4304249,220V 50HZ,NA,JOUCOMAT,4304249,,SOLENOID,11369,EA,JOUCOMATIC,,,,
195252,SOLENOID JOUCOMAT 88611408 220V,220V,NA,JOUCOMAT,88611408,,SOLENOID,11369,EA,JOUCOMATIC,,,,
298016,SOLENOID KAISER-K 081SA-400M,NA,NA,KAISER-K,081SA-400M,,SOLENOID,10489,EA,KARL KAISER GMBH & COMPANY,,,,
307850,SOLENOID KEMP-C-M 20777,NA,COMML,KEMP-C-M,20777,,SOLENOID,10949,EA,THE C. M. KEMP MANUFACTURING COMPANY,,,,
1094011,SOLENOID KEYS-VAL 221-953-020-791-572   ,NA                ,COMML         ,KEYS-VAL       ,221-953-020-791-572           ,                ,SOLENOID,11627,EA,KEYSTONE VALVE,,,,
1036677,SOLENOID KNOW-ELE 12E2U1B2A,12VDC,COMML,KNOW-ELE,12E2U1B2A,,SOLENOID,10259,EA,KNOWLES ELECTRONICS INCORPORATED,,,,
352384,SOLENOID LIF-A-LO HV49-4A,24V,COMML,LIF-A-LO,HV49-4A,,SOLENOID,17858,EA,LIFT A LOFT CORP.,,,,
1004346,SOLENOID LINCLN-C 350244,NA,COMML,LINCLN-C,350244,,SOLENOID,10995,EA,LINCOLN CANADA LTD.,,,,
337746,SOLENOID LUBECON 17330-6,NA,COMML,LUBECON,17330-6,,SOLENOID,20067,EA,"LUBECON SYSTEMS, INC.",,,,
1189561,SOLENOID MAC-PROD 52A-14-BOA-DU-DDAJ-1KJ,NA,COMML,MAC-PROD,52A-14-BOA-DU-DDAJ-1KJ,,SOLENOID,8118,EA,"MAC PRODUCTS, INCORPORATED",,,,
1189562,SOLENOID MAC-PROD 92B-LCB-000-DU-DDAP1DM,NA,COMML,MAC-PROD,92B-LCB-000-DU-DDAP-1DM,,SOLENOID,8118,EA,"MAC PRODUCTS, INCORPORATED",,,,
1055919,SOLENOID MANN-REX RR00541020,NA,COMML,MANN-REX,RR00541020,,SOLENOID,10655,EA,MANNESMANN REXROTH GMBH,,,,
1032561,SOLENOID MIKROPUL 07-057-0001-01,"1"" 24VDC",COMML,MIKROPUL,07-057-0001-01,,SOLENOID,12684,EA,,,,,
255041,SOLENOID NAMCO-CN EB-800-20063,NA,NA,NAMCO-CN,EB-800-20063,,SOLENOID,11132,EA,NAMCO CONTROLS CORPORATION,,,,
1037942,SOLENOID NAPA ST113,NA,STEEL,NAPA,ST113,,SOLENOID,15582,EA,NATIONAL AUTO PARTS ASSOCIATION,,,,
195674,SOLENOID NAT-ACME 3K100BPR12,110V,NA,NAT-ACME,3K100BPR12,,SOLENOID,16352,EA,NATIONAL ACME DIVISION,,,,
358109,SOLENOID NETZSCH 698794,NA,COMML,NETZSCH-I,698794,,SOLENOID,15366,EA,NETZSCH INCORPORATED,,,,
1060895,SOLENOID NORGREN D1012B-00CE,110V,COMML,NORGREN,D1012B-00CE,,SOLENOID,9009,EA,"NORGREN, C. A. COMPANY",,,,
1048959,SOLENOID NORGREN QM/48/N 220V,220V,COMML,NORGREN,QM/48/N,,SOLENOID,9009,EA,"NORGREN, C. A. COMPANY",,,,
205676,SOLENOID NUMATICS 5040626,NA,NA,NUMATICS,5040626,,SOLENOID,10428,EA,"NUMATICS, INCORPORATED",,,,
